id,income,gender,age,age_range,political_affiliation,education,ethnicity,marital_status,climate_change,transformers,books,ghosts,spending,choice,shower_pee
703,76000,Female,24,18-24,,Graduate degree,Latino,Single,,2,,No,,Smart and Sad,Unacceptable
704,95000,Female,47,45-54,Republican,Graduate degree,White,Married,,0,100,No,,Dumb and happy,Unacceptable
705,23000,Female,50,45-54,,Graduate degree,Black,Married,Not Real At All,5,50,No,Too Low,,Acceptable
706,38000,Male,41,35-44,Republican,College degree,White,Married,Real and Caused by People,0,5,No,About Right,Dumb and happy,Unacceptable
707,68000,Other,86,65+,Republican,Graduate degree,Latino,Married,,0,25,No,About Right,Dumb and happy,Unacceptable
708,177000,Female,54,45-54,Republican,Graduate degree,White,Married,,3,6,No,About Right,Dumb and happy,Unacceptable
709,79000,Male,69,65+,Democrat,Some college,White,Married,Real and Caused by People,0,4,Yes,Too High,Dumb and happy,Unacceptable
710,46000,Female,47,45-54,,High school,Latino,Married,Real and Caused by People,0,5,Yes,,Dumb and happy,
711,106000,Male,37,35-44,,Some college,,Married,Real but not Caused by People,4,1,Yes,,Smart and Sad,Acceptable
712,73000,Female,38,35-44,Democrat,College degree,White,Married,Real and Caused by People,1,15,No,Too Low,Smart and Sad,Acceptable
713,18000,Male,46,45-54,Republican,College degree,White,Married,Not Real At All,3,1,No,About Right,Dumb and happy,Acceptable
714,17000,Female,52,45-54,,High school,White,Married,Real but not Caused by People,0,5,No,,Smart and Sad,Unacceptable
715,135000,Male,65,65+,,College degree,White,Widowed,Not Real At All,0,0,No,Too High,Dumb and happy,Unacceptable
716,61000,Male,35,35-44,,College degree,White,Married,Not Real At All,5,2,No,About Right,Dumb and happy,Acceptable
717,57000,Female,50,45-54,Republican,College degree,White,Married,Not Real At All,3,0,No,,,Unacceptable
718,56000,Female,51,45-54,Democrat,Some college,White,Married,Real and Caused by People,1,200,Yes,Too Low,Smart and Sad,Acceptable
719,14000,Other,96,65+,Independent,Graduate degree,Asian,Divorced,Real and Caused by People,5,1000,Yes,About Right,Dumb and happy,Acceptable
720,98000,Male,47,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,0,7,No,Too Low,Dumb and happy,Unacceptable
721,,Male,30,25-34,Independent,College degree,White,Married,Real but not Caused by People,2,5,No,About Right,,Unacceptable
722,142000,Female,53,45-54,Independent,College degree,White,Married,Real and Caused by People,0,5,No,Too Low,Smart and Sad,Unacceptable
723,10000,Male,86,65+,Democrat,Graduate degree,White,Widowed,Real and Caused by People,,150,No,Too Low,,Unacceptable
724,211000,Female,48,45-54,Republican,Some college,White,Married,Real and Caused by People,2,1,Yes,About Right,Dumb and happy,Acceptable
725,47000,Male,51,45-54,Independent,High school,White,Married,Not Real At All,5,0,No,Too High,Dumb and happy,Unacceptable
726,72000,Female,65,65+,,High school,White,Married,Real and Caused by People,3,50,Yes,Too Low,Dumb and happy,Unacceptable
727,39000,Male,45,45-54,Independent,Some college,Latino,Single,Real and Caused by People,,0,Yes,Too Low,Dumb and happy,Unacceptable
728,55000,Other,47,45-54,Republican,Some college,Asian,Married,,0,1,Yes,Too High,Dumb and happy,Unacceptable
729,116000,Male,48,45-54,Independent,Graduate degree,Asian,Married,Real and Caused by People,1,5,No,Too Low,Dumb and happy,Acceptable
730,9000,Other,48,45-54,Democrat,High school,White,Single,Not Real At All,0,0,Yes,About Right,Dumb and happy,Unacceptable
731,35000,Male,30,25-34,Republican,High school,White,Single,Not Real At All,4,0,No,About Right,Dumb and happy,Unacceptable
732,5000,Female,48,45-54,,Other,White,Single,Real and Caused by People,1,30,Yes,Too Low,,Unacceptable
733,23000,Female,51,45-54,Democrat,Some college,Black,In a relationship,Real but not Caused by People,2,0,No,About Right,Smart and Sad,Unacceptable
734,164000,Male,35,35-44,Independent,Graduate degree,Asian,Married,Real and Caused by People,,10,No,Too Low,,Unacceptable
735,90000,Female,48,45-54,Democrat,Some college,White,Single,Real and Caused by People,0,1,Yes,Too Low,Dumb and happy,Acceptable
736,9000,Male,22,18-24,Independent,High school,White,In a relationship,Not Real At All,3,200,No,About Right,Dumb and happy,Unacceptable
737,131000,Female,51,45-54,Independent,Some college,White,Married,Real and Caused by People,0,40,No,Too Low,Smart and Sad,Unacceptable
738,,Male,73,65+,Republican,Some college,White,Widowed,Not Real At All,0,5,No,Too High,Dumb and happy,Acceptable
739,,Female,23,18-24,Independent,College degree,Latino,Single,Real and Caused by People,2,8,Yes,Too Low,Smart and Sad,Unacceptable
740,,Female,51,45-54,Republican,Some college,White,Divorced,Not Real At All,5,15,Yes,Too High,Smart and Sad,Acceptable
741,,Male,42,35-44,Republican,High school,Latino,Single,Real and Caused by People,4,1,Yes,Too Low,Smart and Sad,Unacceptable
742,,Male,84,65+,Democrat,Graduate degree,White,Married,Real and Caused by People,0,30,No,Too Low,Smart and Sad,Acceptable
743,,Female,77,65+,Republican,,White,Widowed,,0,260,No,Too High,Dumb and happy,Acceptable
744,,Female,37,35-44,,College degree,White,Married,Real but not Caused by People,0,4,Yes,Too Low,Dumb and happy,Unacceptable
745,,Male,50,45-54,Democrat,Some college,Black,Married,Real and Caused by People,0,0,Yes,Too Low,Smart and Sad,Acceptable
746,,Male,30,25-34,Republican,Graduate degree,White,Married,Real and Caused by People,3,4,Yes,About Right,Dumb and happy,Unacceptable
747,,Female,31,25-34,Democrat,Graduate degree,White,Single,Real and Caused by People,0,10,Yes,About Right,Dumb and happy,Acceptable
748,,Female,24,18-24,Democrat,College degree,White,Single,Real and Caused by People,2,20,Yes,Too Low,Smart and Sad,Acceptable
749,,Male,26,25-34,Independent,Graduate degree,White,Single,Real and Caused by People,2,5,No,Too Low,Dumb and happy,Unacceptable
750,,Male,35,35-44,Republican,Graduate degree,White,Married,Real and Caused by People,2,10,No,About Right,Smart and Sad,Unacceptable
751,,Female,18,18-24,Republican,Some college,White,In a relationship,Real but not Caused by People,4,9,No,Too High,Dumb and happy,Unacceptable
752,,Female,77,65+,Independent,College degree,White,Widowed,Real and Caused by People,0,250,Yes,Too Low,Dumb and happy,Unacceptable
753,,Male,60,55-64,Democrat,College degree,Latino,Single,Real and Caused by People,1,6,No,Too Low,,
754,,Male,58,55-64,Republican,Some college,White,Divorced,,2,30,No,About Right,Dumb and happy,Acceptable
755,,Male,41,35-44,Independent,Some college,Asian,Divorced,Real but not Caused by People,3,0,Yes,About Right,Dumb and happy,Acceptable
756,,Male,71,65+,Independent,Graduate degree,Latino,Married,Not Real At All,3,0,Yes,About Right,,Unacceptable
757,,Female,61,55-64,Democrat,Some college,Black,Married,Real but not Caused by People,0,0,Yes,Too High,Smart and Sad,Unacceptable
758,,Female,34,25-34,Democrat,Some college,White,Married,Real and Caused by People,,10,No,Too Low,Smart and Sad,Unacceptable
759,,Male,61,55-64,Republican,College degree,White,Married,Not Real At All,2,3,No,Too High,Smart and Sad,Unacceptable
760,,Male,24,18-24,,Graduate degree,Asian,Single,Real and Caused by People,4,12,No,Too Low,Smart and Sad,Unacceptable
761,,Male,70,65+,Independent,High school,White,Married,Real and Caused by People,3,2,Yes,,Dumb and happy,Unacceptable
762,,Female,21,18-24,Democrat,Some college,Asian,Single,Real and Caused by People,1,25,No,Too Low,Smart and Sad,Unacceptable
763,,Female,67,65+,,Some college,White,Married,Real and Caused by People,5,0,No,About Right,Dumb and happy,Acceptable
764,,Female,70,65+,Independent,College degree,White,Married,Real but not Caused by People,2,5,No,About Right,Smart and Sad,Unacceptable
765,,Male,80,65+,Independent,Graduate degree,White,Married,Real and Caused by People,0,30,No,Too Low,Smart and Sad,Acceptable
766,,Male,41,35-44,Independent,High school,White,Divorced,Real and Caused by People,0,5,No,Too Low,Smart and Sad,Unacceptable
767,,Male,45,45-54,Democrat,College degree,White,Married,Real and Caused by People,1,10,Yes,Too Low,Smart and Sad,Unacceptable
768,,Female,54,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,0,5,No,Too Low,Smart and Sad,Unacceptable
769,,Male,36,35-44,Independent,Some college,White,Married,Real and Caused by People,1,10,No,Too Low,Smart and Sad,Acceptable
770,,Female,38,35-44,Independent,Some college,Black,Single,Not Real At All,1,5,Yes,Too Low,Dumb and happy,Unacceptable
771,,Male,42,35-44,Independent,College degree,,,,,0,No,,Smart and Sad,
772,,Male,23,18-24,Democrat,Some college,,Single,Real and Caused by People,4,0,Yes,Too Low,Smart and Sad,Acceptable
773,,Male,63,55-64,Republican,College degree,White,Married,Real and Caused by People,0,0,Yes,Too Low,Dumb and happy,Unacceptable
774,,Male,32,25-34,Independent,College degree,White,Single,Real and Caused by People,3,10,No,Too High,Smart and Sad,Unacceptable
775,,Female,62,55-64,Independent,College degree,White,Married,Real but not Caused by People,3,10,No,Too Low,Dumb and happy,Acceptable
776,,Female,47,45-54,Independent,Some college,Latino,Divorced,Real and Caused by People,2,200,Yes,Too Low,Smart and Sad,Unacceptable
777,,Female,34,25-34,Independent,College degree,White,Married,Real and Caused by People,0,18,No,Too Low,Smart and Sad,Acceptable
778,,Female,23,18-24,Independent,Some college,Latino,Single,Real and Caused by People,1,2,Yes,About Right,Smart and Sad,Acceptable
779,,Male,27,25-34,Independent,Some college,Black,In a relationship,Real but not Caused by People,4,20,Yes,About Right,Dumb and happy,Unacceptable
780,,Female,48,45-54,Democrat,Some college,Latino,Divorced,Real but not Caused by People,0,1,Yes,About Right,Dumb and happy,Acceptable
781,,Female,36,35-44,Democrat,Some college,White,Married,Not Real At All,3,2,No,About Right,Smart and Sad,Unacceptable
782,,Male,47,45-54,Republican,College degree,White,Married,Not Real At All,0,20,Yes,About Right,Dumb and happy,Acceptable
783,,Male,48,45-54,Republican,Graduate degree,White,Married,Real but not Caused by People,1,4,No,Too Low,Dumb and happy,Unacceptable
784,,Male,54,45-54,Independent,Graduate degree,Black,In a relationship,Real and Caused by People,0,4,No,Too Low,Smart and Sad,Acceptable
785,,Female,45,45-54,Democrat,Some college,Black,Single,Real and Caused by People,0,60,Yes,About Right,Dumb and happy,Unacceptable
786,,Female,50,45-54,Democrat,College degree,Latino,Married,Real and Caused by People,0,20,No,Too Low,Smart and Sad,Unacceptable
787,,Female,35,35-44,,College degree,White,Single,,2,3,Yes,About Right,Smart and Sad,Unacceptable
788,,Male,48,45-54,Independent,High school,White,Separated,Real and Caused by People,2,1,No,Too High,Dumb and happy,Unacceptable
789,,Male,50,45-54,Independent,High school,White,Single,Real and Caused by People,,,Yes,Too High,,Acceptable
790,,Male,38,35-44,Independent,Some college,Asian,Single,Real and Caused by People,0,10,No,Too Low,Dumb and happy,Unacceptable
791,,Male,36,35-44,Independent,Graduate degree,Latino,Single,Real and Caused by People,2,7,No,About Right,Dumb and happy,Acceptable
792,,Female,67,65+,Democrat,Graduate degree,White,Widowed,Real and Caused by People,2,70,Yes,Too Low,Smart and Sad,Unacceptable
793,176000,Male,38,35-44,,Graduate degree,White,Single,,3,3,No,Too Low,Smart and Sad,Acceptable
794,92000,Male,58,55-64,,Graduate degree,White,Married,Not Real At All,0,20,No,Too High,Dumb and happy,Acceptable
795,117000,Male,42,35-44,Republican,Some college,White,In a relationship,Real but not Caused by People,,4,No,,Dumb and happy,Acceptable
796,137000,Male,51,45-54,Independent,College degree,White,Widowed,Not Real At All,0,2,No,Too Low,Dumb and happy,Unacceptable
797,39000,Female,48,45-54,Independent,Some college,White,Married,Not Real At All,4,40,Yes,Too Low,Dumb and happy,Unacceptable
798,80000,Female,37,35-44,Independent,High school,White,In a relationship,Real but not Caused by People,0,100,No,,Dumb and happy,Unacceptable
799,60000,Male,50,45-54,Democrat,High school,Black,Married,Real and Caused by People,1,5,No,About Right,Smart and Sad,Unacceptable
800,114000,Female,45,45-54,Independent,Some college,White,Married,Real and Caused by People,0,30,Yes,Too Low,Dumb and happy,Acceptable
801,89000,Male,52,45-54,Republican,Some college,White,Married,Real but not Caused by People,2,50,No,About Right,Dumb and happy,Unacceptable
802,11000,Female,41,35-44,,Some college,White,Divorced,Real and Caused by People,5,200,No,,Dumb and happy,Acceptable
803,16000,Female,65,65+,Democrat,Some college,Latino,Married,Real and Caused by People,1,2,No,About Right,Smart and Sad,Unacceptable
804,125000,Male,53,45-54,Republican,College degree,White,Married,Real and Caused by People,0,0,No,Too Low,Dumb and happy,Acceptable
805,92000,Male,43,35-44,Independent,High school,White,Widowed,Real and Caused by People,4,0,No,,Dumb and happy,Unacceptable
806,161000,Male,28,25-34,Independent,College degree,White,Single,Real and Caused by People,0,1,No,About Right,Dumb and happy,Acceptable
807,74000,Other,22,18-24,Independent,College degree,Latino,Married,Real and Caused by People,2,6,No,Too Low,Dumb and happy,Unacceptable
808,148000,Female,58,55-64,Independent,Graduate degree,White,Married,Real and Caused by People,0,40,No,Too Low,Dumb and happy,Acceptable
809,85000,Female,58,55-64,Republican,High school,White,Widowed,Real and Caused by People,0,0,Yes,Too Low,Dumb and happy,Unacceptable
810,44000,Male,54,45-54,Democrat,Some college,White,Divorced,Real and Caused by People,0,0,No,Too Low,Smart and Sad,Unacceptable
811,165000,Male,65,65+,Independent,Graduate degree,White,Married,Real but not Caused by People,0,5,No,About Right,Dumb and happy,Acceptable
812,175000,Other,92,65+,,Graduate degree,,Married,Real and Caused by People,,100,Yes,Too Low,,Acceptable
813,14000,Male,65,65+,Independent,Graduate degree,White,In a relationship,Not Real At All,0,6,No,Too High,Dumb and happy,Acceptable
814,179000,Male,51,45-54,,College degree,White,Married,Not Real At All,1,5,No,,,Acceptable
815,62000,Other,56,55-64,Democrat,High school,White,Married,Real and Caused by People,3,16,Yes,Too High,Dumb and happy,Acceptable
816,179000,Female,49,45-54,Independent,College degree,Latino,Married,Real and Caused by People,0,15,Yes,Too Low,Dumb and happy,Unacceptable
817,39000,Female,49,45-54,Republican,High school,White,Divorced,Real but not Caused by People,1,3,Yes,Too Low,Dumb and happy,Unacceptable
818,85000,Female,63,55-64,Independent,High school,,Single,,0,0,Yes,,Smart and Sad,Acceptable
819,45000,Female,58,55-64,Independent,High school,White,Single,Real and Caused by People,1,3,No,About Right,Smart and Sad,Unacceptable
820,37000,Female,59,55-64,,Graduate degree,Black,Divorced,Real and Caused by People,1,1,Yes,Too Low,Smart and Sad,Acceptable
821,148000,Female,60,55-64,Republican,College degree,White,Married,Real but not Caused by People,0,20,No,About Right,Dumb and happy,Unacceptable
822,80000,Female,55,55-64,Republican,College degree,White,Married,Real but not Caused by People,3,20,Yes,About Right,Dumb and happy,Acceptable
823,40000,Female,61,55-64,Democrat,Some college,Black,Single,Real but not Caused by People,2,100,No,About Right,Smart and Sad,Unacceptable
824,181000,Male,53,45-54,Republican,High school,White,Married,Real and Caused by People,1,2,Yes,About Right,Dumb and happy,Acceptable
825,65000,Female,55,55-64,Independent,College degree,White,Married,Real and Caused by People,2,10,No,,Dumb and happy,Acceptable
826,76000,Female,57,55-64,Democrat,Some college,White,Married,Real and Caused by People,1,8,Yes,Too Low,Dumb and happy,Unacceptable
827,90000,,56,55-64,Democrat,College degree,White,Married,Real and Caused by People,,4,No,About Right,Dumb and happy,Unacceptable
828,74000,Male,49,45-54,Republican,Some college,White,Married,Not Real At All,2,12,No,About Right,Smart and Sad,Unacceptable
829,162000,Male,50,45-54,Republican,College degree,White,Married,Real but not Caused by People,1,20,No,Too High,Dumb and happy,Unacceptable
830,45000,Male,83,65+,,High school,White,Widowed,Not Real At All,0,12,Yes,Too High,,Acceptable
831,,Male,45,45-54,Independent,College degree,White,Married,Real and Caused by People,1,25,No,Too Low,Dumb and happy,Unacceptable
832,,Female,57,55-64,Democrat,Some college,White,Single,Real and Caused by People,1,20,Yes,Too Low,Smart and Sad,Acceptable
833,,Male,80,65+,Republican,Some college,White,Married,Not Real At All,0,0,No,,Dumb and happy,Unacceptable
834,,Male,70,65+,Independent,Graduate degree,White,Married,Real but not Caused by People,0,30,Yes,,,
835,,Female,50,45-54,,High school,Latino,Married,Real and Caused by People,4,1,No,,Dumb and happy,Acceptable
836,,Male,42,35-44,Democrat,College degree,White,Married,Real and Caused by People,1,12,No,Too Low,Smart and Sad,Unacceptable
837,,Male,54,45-54,Independent,Some college,White,Divorced,Real but not Caused by People,0,12,Yes,,Dumb and happy,Unacceptable
838,,Male,72,65+,,Graduate degree,White,Married,Not Real At All,,5,No,,Dumb and happy,
839,,Female,49,45-54,Republican,Graduate degree,White,Married,Real and Caused by People,2,12,No,About Right,Dumb and happy,Unacceptable
840,,Male,60,55-64,,Some college,White,Single,Real and Caused by People,3,6,No,Too Low,Dumb and happy,Unacceptable
841,,Male,54,45-54,Democrat,High school,White,Single,,,2,,,Dumb and happy,Unacceptable
842,,Male,54,45-54,Republican,Some college,White,Divorced,Real and Caused by People,0,1,No,Too High,,Acceptable
843,,Female,49,45-54,,High school,White,Separated,Real and Caused by People,0,0,Yes,,Smart and Sad,Acceptable
844,,Male,27,25-34,Independent,Some college,White,Married,Real and Caused by People,,2,No,Too Low,Dumb and happy,Unacceptable
845,,Male,30,25-34,,High school,White,Married,Real but not Caused by People,2,20,No,,Smart and Sad,Unacceptable
846,,Male,25,25-34,Independent,Other,White,In a relationship,Real but not Caused by People,2,3,No,Too High,Smart and Sad,Acceptable
847,,Male,60,55-64,,Some college,,Married,Real but not Caused by People,3,4,Yes,About Right,Dumb and happy,Unacceptable
848,157000,Female,46,45-54,Republican,College degree,Asian,Married,Real and Caused by People,3,6,Yes,About Right,Smart and Sad,Acceptable
849,161000,Male,35,35-44,Democrat,College degree,White,Married,Real but not Caused by People,4,30,Yes,Too High,Smart and Sad,Acceptable
850,41000,Female,62,55-64,Republican,Graduate degree,White,Widowed,Not Real At All,0,20,,About Right,Dumb and happy,Acceptable
851,103000,Male,60,55-64,Republican,College degree,White,Married,Not Real At All,0,4,No,,,
852,91000,Male,65,65+,Republican,College degree,White,Married,Real but not Caused by People,0,0,No,About Right,Smart and Sad,Acceptable
853,188000,Male,47,45-54,,College degree,White,Married,,1,8,No,Too Low,Dumb and happy,
854,21000,Female,43,35-44,Independent,High school,White,In a relationship,Not Real At All,4,4,No,About Right,Dumb and happy,Unacceptable
855,103000,Male,58,55-64,Independent,Some college,White,Married,Real but not Caused by People,0,5,No,Too High,Dumb and happy,Unacceptable
856,27000,Male,59,55-64,Independent,Graduate degree,White,Married,Real but not Caused by People,0,16,No,,Smart and Sad,
857,326000,Female,58,55-64,Democrat,Graduate degree,White,Married,Real and Caused by People,1,40,Yes,Too Low,Smart and Sad,Unacceptable
858,74000,Female,66,65+,Democrat,Some college,White,Married,Real and Caused by People,0,12,Yes,Too Low,Dumb and happy,Acceptable
859,500000,Male,42,35-44,Democrat,Graduate degree,White,Married,Real and Caused by People,0,15,No,Too Low,Smart and Sad,Unacceptable
860,86000,Male,60,55-64,Democrat,,,Married,Real and Caused by People,0,10,No,Too High,Dumb and happy,Unacceptable
861,77000,Other,55,55-64,Independent,Graduate degree,Black,Married,Real but not Caused by People,5,25,Yes,,Dumb and happy,Unacceptable
862,500000,Female,70,65+,Independent,Graduate degree,White,Married,Real and Caused by People,0,10,No,About Right,Smart and Sad,
863,47000,Male,47,45-54,Democrat,College degree,White,Married,Real and Caused by People,5,2,No,Too Low,Dumb and happy,Unacceptable
864,88000,Female,62,55-64,,High school,Black,Separated,Real and Caused by People,3,,No,About Right,,
865,56000,Female,53,45-54,Independent,Other,White,Married,Real and Caused by People,0,30,Yes,About Right,Dumb and happy,
866,68000,Male,72,65+,Republican,Graduate degree,White,Single,Real and Caused by People,0,10,No,Too Low,Dumb and happy,
867,153000,Female,60,55-64,Republican,Some college,White,Married,Real and Caused by People,0,5,Yes,,,
868,64000,Female,51,45-54,Republican,Some college,Other,Married,Real and Caused by People,3,100,No,About Right,Smart and Sad,Unacceptable
869,138000,Male,51,45-54,Republican,High school,White,Married,Real but not Caused by People,1,6,No,About Right,Smart and Sad,Unacceptable
870,79000,Female,50,45-54,,College degree,White,Married,Real but not Caused by People,0,20,Yes,Too Low,Smart and Sad,Acceptable
871,64000,Male,60,55-64,Republican,College degree,White,Married,Real but not Caused by People,0,3,No,About Right,Smart and Sad,Acceptable
872,124000,Female,50,45-54,Democrat,Graduate degree,White,Married,Real and Caused by People,0,50,No,Too Low,Smart and Sad,Acceptable
873,113000,Female,58,55-64,,Some college,Other,In a relationship,Real and Caused by People,0,2,No,,Smart and Sad,Unacceptable
874,155000,Male,55,55-64,Independent,College degree,White,In a relationship,Real but not Caused by People,0,6,No,Too Low,Smart and Sad,Acceptable
875,,Male,47,45-54,Independent,Graduate degree,White,Married,Real and Caused by People,2,22,No,Too Low,Smart and Sad,Unacceptable
876,,Male,61,55-64,Independent,Some college,White,Married,Real and Caused by People,0,0,No,Too High,Dumb and happy,Acceptable
877,,Male,51,45-54,Democrat,Some college,White,Divorced,Real but not Caused by People,0,0,No,Too Low,Dumb and happy,Acceptable
878,,Male,56,55-64,Independent,College degree,Black,Widowed,Real and Caused by People,0,50,Yes,About Right,Smart and Sad,Unacceptable
879,,Female,69,65+,Independent,High school,White,Widowed,Real and Caused by People,0,40,No,About Right,Dumb and happy,Acceptable
880,,Female,50,45-54,Independent,College degree,White,Separated,Real and Caused by People,0,12,No,Too Low,Smart and Sad,Acceptable
881,,Male,52,45-54,Republican,Graduate degree,Asian,Married,Not Real At All,,4,,Too High,Dumb and happy,Unacceptable
882,,Female,18,18-24,,High school,Black,In a relationship,Real and Caused by People,4,2,No,Too High,Dumb and happy,Acceptable
883,,Female,63,55-64,Independent,Some college,White,Married,Real but not Caused by People,2,2,No,Too Low,Dumb and happy,Unacceptable
884,,Female,55,55-64,Republican,Some college,White,Married,Not Real At All,0,60,No,Too High,Smart and Sad,Acceptable
885,13000,Male,45,45-54,Democrat,College degree,,Married,Real and Caused by People,0,12,No,Too Low,Dumb and happy,Acceptable
886,100000,Male,50,45-54,,Graduate degree,,In a relationship,Real but not Caused by People,0,12,No,About Right,Smart and Sad,Acceptable
887,,Female,56,55-64,Democrat,Other,Other,Married,Real and Caused by People,2,1,Yes,Too High,,Acceptable
888,,Female,66,65+,Democrat,Graduate degree,White,Married,Real and Caused by People,3,20,No,Too Low,Smart and Sad,Unacceptable
889,,Male,55,55-64,Independent,High school,White,Married,Real and Caused by People,5,3,No,,Dumb and happy,Acceptable
890,,Female,27,25-34,,Some college,,Single,Real and Caused by People,1,17,Yes,Too Low,Smart and Sad,Acceptable
891,,Female,21,18-24,Independent,Some college,Latino,Single,Real and Caused by People,3,13,No,Too Low,Smart and Sad,Unacceptable
892,,Female,58,55-64,Democrat,College degree,White,Divorced,,0,200,Yes,Too Low,,Acceptable
893,,Female,46,45-54,Independent,College degree,White,Divorced,Real and Caused by People,1,5,Yes,About Right,Dumb and happy,Acceptable
894,,Male,37,35-44,,High school,,Single,Real and Caused by People,5,7,Yes,About Right,Dumb and happy,Acceptable
895,,Male,21,18-24,Republican,Some college,Latino,Single,,0,0,No,About Right,Dumb and happy,Acceptable
896,,Female,33,25-34,Independent,College degree,Black,Other,Real and Caused by People,5,50,Yes,About Right,Smart and Sad,Unacceptable
897,,Male,50,45-54,Republican,Graduate degree,White,Married,Not Real At All,0,12,No,About Right,,Acceptable
898,,Female,22,18-24,,College degree,White,Single,Real and Caused by People,2,6,Yes,Too Low,Smart and Sad,Acceptable
899,,Male,45,45-54,,Some college,Black,Divorced,Real and Caused by People,3,2,Yes,Too Low,Smart and Sad,Acceptable
900,,Male,33,25-34,Republican,Graduate degree,White,Married,,1,10,No,About Right,Smart and Sad,Acceptable
901,,Female,29,25-34,Democrat,College degree,Asian,Single,Real and Caused by People,2,100,Yes,Too Low,Smart and Sad,Acceptable
902,,Male,30,25-34,Democrat,College degree,Latino,In a relationship,Real and Caused by People,3,5,No,Too High,Smart and Sad,Unacceptable
903,,Male,67,65+,Democrat,Some college,White,Married,Real and Caused by People,3,4,Yes,Too Low,Dumb and happy,Unacceptable
904,,Male,57,55-64,Independent,Some college,Black,Divorced,Real and Caused by People,0,3,No,,,
905,,Male,20,18-24,Democrat,High school,Black,Married,Real and Caused by People,1,1,No,Too Low,Smart and Sad,Unacceptable
906,,Female,51,45-54,,Graduate degree,Asian,Married,Real and Caused by People,0,1,No,About Right,Smart and Sad,Acceptable
907,,Female,48,45-54,,Some college,White,Divorced,Real but not Caused by People,0,3,No,,Smart and Sad,
908,,Male,63,55-64,Republican,College degree,White,Married,Real but not Caused by People,0,80,No,About Right,Dumb and happy,
909,,Male,72,65+,,Graduate degree,White,Married,Real and Caused by People,0,5,No,Too Low,Dumb and happy,Acceptable
910,,Female,61,55-64,Democrat,High school,White,Single,Real and Caused by People,1,100,Yes,,Smart and Sad,Acceptable
911,,Male,59,55-64,Democrat,Graduate degree,White,Married,Real and Caused by People,1,5,No,Too Low,Dumb and happy,
912,,Male,57,55-64,Independent,College degree,Latino,Married,Not Real At All,0,3,No,About Right,Dumb and happy,Acceptable
913,,Male,50,45-54,,College degree,White,Single,Real and Caused by People,5,2,No,Too High,,Acceptable
914,,Female,27,25-34,Democrat,Graduate degree,White,Married,Real and Caused by People,0,25,No,Too Low,Smart and Sad,Unacceptable
915,,Male,80,65+,Democrat,College degree,,Married,Real but not Caused by People,,20,No,Too Low,,Unacceptable
916,,Male,83,65+,Republican,College degree,White,Widowed,Not Real At All,0,0,No,About Right,Smart and Sad,Unacceptable
917,,Male,90,65+,Democrat,College degree,Black,Widowed,Real and Caused by People,3,15,No,Too Low,,
918,,Male,24,18-24,Democrat,College degree,Asian,Single,Real and Caused by People,0,1,No,Too Low,Smart and Sad,Acceptable
919,,Male,70,65+,Independent,High school,White,Single,Real and Caused by People,1,1,Yes,About Right,Smart and Sad,Unacceptable
920,,Male,22,18-24,,College degree,White,Single,Real and Caused by People,4,4,No,About Right,,
921,,Male,49,45-54,Independent,College degree,White,Divorced,Real and Caused by People,0,12,Yes,Too Low,Dumb and happy,Acceptable
922,,Female,23,18-24,Democrat,Some college,Asian,In a relationship,Real and Caused by People,2,10,No,Too Low,Smart and Sad,Acceptable
923,,Male,24,18-24,Democrat,Some college,White,Single,Real and Caused by People,2,6,Yes,About Right,Dumb and happy,Acceptable
924,,Female,50,45-54,,Some college,White,Married,Real and Caused by People,1,0,Yes,,,Acceptable
925,,Male,51,45-54,Independent,College degree,White,Single,,0,2,Yes,Too Low,Smart and Sad,Unacceptable
926,,Female,68,65+,Independent,Some college,Latino,Widowed,Real but not Caused by People,0,2,No,Too High,,Unacceptable
927,,Male,21,18-24,Independent,Some college,Black,Single,Real but not Caused by People,4,6,No,About Right,Dumb and happy,Acceptable
928,,Female,34,25-34,Democrat,Other,Black,Married,Real and Caused by People,3,6,No,Too Low,Smart and Sad,
929,,Male,24,18-24,Independent,Some college,Asian,Single,Real and Caused by People,1,56,Yes,,Smart and Sad,
930,422000,Male,46,45-54,Independent,Graduate degree,Black,Married,Real and Caused by People,1,10,No,About Right,Smart and Sad,Unacceptable
931,,Male,75,65+,Democrat,Some college,White,Married,Not Real At All,,2,No,Too Low,,
932,,Male,18,18-24,Independent,Some college,White,In a relationship,Real and Caused by People,1,15,No,About Right,Smart and Sad,Acceptable
933,,Female,55,55-64,Democrat,Some college,White,Married,Real and Caused by People,0,0,Yes,Too Low,Dumb and happy,Acceptable
934,,Male,45,45-54,Independent,High school,White,Married,Not Real At All,0,5,No,About Right,Dumb and happy,Unacceptable
935,,Male,27,25-34,Independent,High school,Other,In a relationship,Real but not Caused by People,2,4,Yes,Too Low,Smart and Sad,Acceptable
936,,Female,89,65+,Republican,Some college,White,Married,Not Real At All,0,5,No,Too High,Dumb and happy,Acceptable
937,,Female,50,45-54,,Graduate degree,,Divorced,Real and Caused by People,0,10,,,,
938,,Female,26,25-34,Independent,Some college,Asian,Married,Not Real At All,3,2,No,About Right,Smart and Sad,Acceptable
939,,Female,34,25-34,Independent,High school,Latino,Married,Real and Caused by People,2,0,Yes,,Dumb and happy,Acceptable
