"age","gender","roommate","other_sleep","bed_read","bed_study","bed_hw","attention1","bed_internet","bed_tv","bed_eat","bed_friends","bed_videogame","bed_readp","BL_1","BL_2","BL_3","BL_4","BL_5","attention2","BL_6","BL_7","sleepsat1","sleepsat2","sleepsat3","sleepsat4","sleepsat5","sleepsat6","ESS1","ESS2","ESS3","ESS4","ESS5","ESS6","ESS7","ESS8","ESS00","ashs1","ashs2","ashs3","ashs4","ashs5","attention3","ashs6","ashs7","ashs8","ashs9","ashs10","ashs11","ashs12","ashs13","ashs14","ashs15","ashs16","ashs17","attention4","ashs18","ashs19","ashs20","ashs21","ashs22","ashs23","ashs24","ashs26","ashs27","ashs28","attention5","ashs29","ashs30","ashs31","ashs32","ashs33","id","ESS1m1","ESS2m1","ESS3m1","ESS4m1","ESS5m1","ESS6m1","ESS7m1","ESS8m1","ess_total","attention1r","attention2r","attention3r","attention4r","attention5r","att_sum"
21,2,2,1,3,4,4,5,4,4,1,3,1,4,3,4,2,1,2,1,1,1,3,4,4,4,4,4,2,3,1,2,3,1,3,1,1,2,4,2,2,4,4,1,2,5,3,3,3,5,2,4,2,2,3,1,2,1,1,3,2,1,2,3,4,3,1,1,4,3,4,4,21347,1,2,0,1,2,0,2,0,8,1,1,1,1,1,5
20,1,2,1,1,1,1,5,5,1,2,1,2,1,2,2,5,3,1,1,3,5,2,4,4,2,3,3,1,1,1,2,3,1,1,1,1,1,4,1,1,1,4,1,1,3,2,1,6,4,6,2,2,2,3,1,2,3,1,1,1,1,2,4,5,2,1,1,2,1,2,3,23344,0,0,0,1,2,0,0,0,3,1,1,1,1,1,5
20,1,2,1,1,1,1,5,3,2,2,1,1,2,5,1,5,5,5,1,2,5,4,5,4,1,4,2,1,1,1,3,3,1,1,1,1,2,3,3,1,3,4,1,1,4,1,1,5,2,3,5,2,4,3,1,1,3,1,6,1,1,4,2,1,1,1,3,3,4,5,5,22262,0,0,0,2,2,0,0,0,4,1,1,1,1,1,5
19,2,1,1,2,3,3,4,4,4,4,4,4,2,5,5,2,2,2,1,1,3,4,4,3,2,4,2,3,3,1,1,2,1,2,1,2,4,3,3,2,3,4,1,1,4,5,3,5,4,4,4,4,4,4,1,2,3,3,2,2,1,3,1,4,5,1,1,4,4,4,4,23407,2,2,0,0,1,0,1,0,6,0,1,1,1,1,4
21,2,2,1,2,2,2,4,5,4,4,2,2,4,5,5,5,5,5,1,5,5,2,1,2,1,1,2,2,2,3,4,3,1,3,1,4,5,2,2,2,1,4,1,2,2,4,1,5,1,6,6,5,6,6,1,2,3,3,6,4,1,3,4,1,5,1,4,6,3,6,6,23362,1,1,2,3,2,0,2,0,11,0,1,1,1,1,4
19,3,1,2,3,3,3,2,3,1,1,2,3,2,5,5,4,5,1,1,2,5,3,2,4,3,2,2,1,2,1,1,3,1,1,1,2,2,4,5,2,3,4,1,3,4,3,1,4,1,5,5,5,6,5,1,4,3,1,2,2,2,2,3,5,5,1,3,5,1,6,5,22879,0,1,0,0,2,0,0,0,3,0,1,1,1,1,4
19,1,1,1,1,1,1,5,5,5,1,1,2,5,5,5,5,5,5,1,2,5,2,4,2,2,5,4,2,3,2,4,4,1,2,2,2,5,2,3,4,1,4,1,1,6,2,1,4,1,6,4,2,2,4,1,1,2,1,5,1,6,3,2,1,5,1,2,5,2,6,6,23198,1,2,1,3,3,0,1,1,12,1,1,1,1,1,5
21,2,2,1,1,1,2,5,4,4,1,1,1,3,5,2,4,5,3,1,5,4,2,1,2,1,1,1,2,2,3,4,3,1,2,1,2,4,2,6,1,2,4,1,1,6,3,1,4,2,5,6,5,6,6,1,2,2,2,3,1,1,2,5,6,3,1,6,6,2,5,4,22338,1,1,2,3,2,0,1,0,10,1,1,1,1,1,5
20,1,2,2,3,3,3,5,2,2,3,1,2,4,5,5,5,5,3,1,2,3,4,4,4,4,4,4,2,3,2,4,3,1,1,1,2,2,4,2,2,3,4,5,2,4,2,1,2,2,4,3,3,4,4,1,1,2,1,4,3,1,3,3,3,5,1,1,4,3,4,3,23072,1,2,1,3,2,0,0,0,9,1,1,1,1,1,5
19,1,1,1,1,2,2,2,2,1,1,1,2,1,5,5,5,5,1,1,5,5,4,4,5,4,5,4,1,3,1,1,2,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,6,1,6,2,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,2,2,1,6,6,23259,0,2,0,0,1,0,0,0,3,0,1,1,1,1,4
21,1,2,2,3,4,2,5,3,4,1,2,3,3,5,5,5,5,3,1,2,5,3,5,3,4,5,5,1,3,1,4,2,1,1,1,2,2,5,2,1,3,4,1,3,3,4,4,4,6,6,6,3,2,6,1,2,2,1,4,1,1,3,3,2,5,1,2,4,2,5,5,23388,0,2,0,3,1,0,0,0,6,1,1,1,1,1,5
20,1,2,1,1,1,2,5,3,2,1,1,2,4,4,4,4,4,2,1,1,5,3,4,4,4,4,3,3,1,1,4,4,1,1,1,1,2,3,1,1,2,4,1,1,3,1,1,4,1,5,5,2,3,4,1,1,2,1,2,2,1,1,2,2,5,1,1,2,2,4,4,23331,2,0,0,3,3,0,0,0,8,1,1,1,1,1,5
19,1,1,1,1,1,1,5,4,2,2,2,4,1,1,1,3,3,5,1,2,5,3,4,4,2,3,3,3,3,3,3,3,2,2,1,3,4,2,4,4,5,4,1,1,2,3,4,4,1,4,3,2,4,4,1,1,1,2,4,2,1,1,2,3,2,1,2,5,3,4,4,23413,2,2,2,2,2,1,1,0,12,1,1,1,1,1,5
19,1,1,2,1,2,2,4,4,2,2,2,2,1,1,1,1,5,5,1,1,5,4,4,4,2,4,2,2,3,3,3,3,1,1,1,2,2,2,1,2,2,4,1,1,1,1,1,6,1,6,6,4,3,6,1,1,1,2,4,4,1,2,3,4,5,1,1,5,2,6,6,23306,1,2,2,2,2,0,0,0,9,0,1,1,1,1,4
18,1,1,1,1,1,1,5,5,5,1,1,1,1,5,5,5,5,1,1,1,5,5,4,4,4,5,4,1,2,1,2,2,1,1,1,3,2,5,1,2,1,4,4,4,3,2,1,3,2,6,3,2,2,2,1,2,4,1,1,1,1,2,2,3,1,1,2,3,2,4,4,23414,0,1,0,1,1,0,0,0,3,1,1,1,1,1,5
18,3,2,2,1,1,1,4,4,2,1,1,2,2,5,5,5,5,2,1,1,4,4,3,1,4,4,1,2,3,2,3,4,1,2,2,2,3,2,2,2,1,4,1,1,1,3,1,2,1,2,5,6,4,6,1,2,3,1,1,2,1,3,3,1,2,1,2,4,5,3,6,23206,1,2,1,2,3,0,1,1,11,0,1,1,1,1,4
20,1,1,4,1,2,2,5,4,4,2,1,2,1,5,5,4,5,3,1,1,4,4,5,5,5,5,5,2,2,1,3,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23412,1,1,0,2,2,0,0,0,6,1,1,NA,NA,NA,NA
22,2,2,2,4,4,5,5,5,5,2,1,5,4,5,5,5,5,5,1,2,5,4,4,4,4,4,4,2,2,1,3,3,1,2,1,2,4,3,1,2,3,4,1,2,5,2,1,4,3,6,4,3,3,5,1,1,1,3,3,2,2,3,3,6,6,1,3,5,5,5,5,20556,1,1,0,2,2,0,1,0,7,1,1,1,1,1,5
19,2,1,4,2,2,2,5,5,5,2,3,2,4,5,5,5,5,2,1,2,4,4,4,3,3,2,2,2,3,1,3,3,1,2,1,3,3,2,4,3,3,4,3,3,4,3,2,6,5,6,6,4,3,5,1,3,2,4,2,1,1,6,3,5,5,1,4,5,3,6,6,23426,1,2,0,2,2,0,1,0,8,1,1,1,1,1,5
23,1,2,2,1,3,5,5,5,5,5,2,3,1,5,5,5,5,5,1,1,1,4,4,3,3,2,4,4,1,2,3,2,1,1,1,2,3,3,1,2,3,4,1,1,4,1,2,4,5,3,5,2,4,5,1,1,2,1,1,1,1,4,4,3,3,1,3,5,5,5,5,23430,3,0,1,2,1,0,0,0,7,1,1,1,1,1,5
23,1,2,1,1,2,4,5,4,3,1,2,1,2,5,5,2,4,2,1,1,5,2,4,4,2,5,1,4,3,1,2,2,1,1,1,2,2,6,6,2,5,4,3,3,3,2,2,3,3,4,5,2,3,3,1,2,2,1,5,1,1,2,4,2,4,1,1,4,2,4,4,23433,3,2,0,1,1,0,0,0,7,1,1,1,1,1,5
19,3,2,2,4,3,4,5,4,4,2,2,1,3,2,2,5,5,4,1,3,5,1,1,2,1,2,2,4,4,2,3,3,1,2,1,2,3,2,2,3,2,4,6,3,5,4,2,5,4,5,5,5,5,5,1,5,3,2,5,2,2,3,5,1,6,1,5,5,5,6,6,23434,3,3,1,2,2,0,1,0,12,1,1,1,1,1,5
22,2,2,1,4,2,2,5,4,4,2,1,2,4,5,5,5,5,3,1,3,4,2,2,2,1,3,2,2,2,1,2,3,1,1,1,1,4,3,1,3,3,4,1,1,3,1,1,2,1,4,3,2,2,2,1,1,2,1,6,2,1,2,2,3,5,1,2,4,2,5,4,22574,1,1,0,1,2,0,0,0,5,1,1,1,1,1,5
23,2,2,1,3,3,3,5,5,2,1,1,1,2,5,5,5,5,5,1,2,2,3,3,3,3,3,3,1,1,1,2,4,1,1,1,2,3,4,2,2,3,4,1,2,4,4,3,3,6,4,2,2,2,3,1,1,1,1,2,1,1,3,3,4,2,1,1,3,2,3,3,23435,0,0,0,1,3,0,0,0,4,1,1,1,1,1,5
20,2,2,3,4,4,4,5,5,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23423,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
18,2,1,2,1,1,1,5,4,4,1,1,1,2,5,5,5,5,4,1,3,5,4,4,4,4,4,4,2,3,1,3,3,1,2,1,2,4,4,2,2,3,4,1,1,3,3,2,4,3,4,4,2,3,3,1,1,2,1,1,1,1,3,3,5,1,1,3,3,3,4,4,23432,1,2,0,2,2,0,1,0,8,1,1,1,1,1,5
19,2,2,2,1,1,4,5,4,4,5,3,3,1,5,4,4,1,1,1,2,5,2,4,4,5,3,3,1,1,2,3,3,1,3,1,1,3,3,1,2,2,4,1,1,2,4,1,2,2,5,5,1,5,5,1,2,3,1,1,1,1,5,2,5,4,1,6,2,2,3,4,23235,0,0,1,2,2,0,2,0,7,1,1,1,1,1,5
22,2,1,2,2,2,3,5,5,3,1,1,1,3,5,5,5,5,4,1,5,4,4,4,5,4,5,4,3,2,2,2,3,2,1,1,3,5,3,1,4,3,4,1,1,3,1,2,5,3,5,5,2,3,3,2,3,3,1,3,1,1,4,2,4,3,1,2,4,2,4,3,23436,2,1,1,1,2,1,0,0,8,1,1,1,0,1,4
22,1,2,1,1,1,2,5,3,3,2,2,1,2,5,5,5,5,1,1,2,5,4,2,4,2,2,2,1,1,1,2,2,1,1,1,3,1,4,2,1,3,4,1,2,3,2,2,4,1,6,5,2,4,6,1,2,3,1,2,1,1,4,3,2,2,1,2,5,5,5,5,22421,0,0,0,1,1,0,0,0,2,1,1,1,1,1,5
23,3,2,2,2,2,2,5,5,5,2,5,5,5,5,5,5,5,1,1,1,5,2,4,1,4,5,2,2,3,2,4,2,1,1,1,3,3,2,1,1,1,4,1,1,6,3,1,6,2,6,5,3,2,4,1,1,4,1,3,1,1,6,3,2,6,1,1,3,4,4,6,23437,1,2,1,3,1,0,0,0,8,1,1,1,1,1,5
21,1,1,5,1,1,2,5,5,3,2,3,4,3,5,5,5,5,5,1,2,5,3,3,4,1,2,2,2,1,3,4,4,2,2,1,3,4,6,4,1,6,4,1,5,1,1,6,5,6,6,4,4,6,6,1,3,4,1,3,2,3,4,3,2,6,1,6,5,6,6,6,23439,1,0,2,3,3,1,1,0,11,1,1,1,1,1,5
21,1,1,2,5,2,3,5,5,5,4,2,5,5,5,5,5,5,4,1,1,5,4,3,5,5,3,4,3,2,4,4,2,1,2,2,4,2,6,1,2,4,4,1,2,6,2,4,3,4,5,6,2,1,6,3,4,3,6,2,2,2,3,5,3,6,1,1,3,1,6,3,23441,2,1,3,3,1,0,1,1,12,1,1,1,0,1,4
20,1,2,1,5,5,5,5,5,5,5,2,1,1,5,5,5,5,2,1,2,5,5,2,5,2,4,4,1,2,1,1,4,1,1,1,1,1,6,1,1,3,4,1,1,2,2,1,5,1,5,5,2,3,4,1,1,3,1,4,1,1,1,2,1,6,1,2,6,6,6,6,23442,0,1,0,0,3,0,0,0,4,1,1,1,1,1,5
18,2,2,2,2,3,4,5,5,5,2,2,1,4,5,3,5,5,1,1,2,3,4,4,3,4,4,3,3,4,2,3,3,2,2,1,3,3,6,3,2,3,4,1,1,3,2,1,2,3,4,5,3,5,5,1,3,4,1,3,4,1,3,2,6,6,1,2,4,2,3,3,23272,2,3,1,2,2,1,1,0,12,1,1,1,1,1,5
22,1,2,5,1,1,2,5,2,2,2,1,1,2,5,5,5,5,5,1,5,2,2,2,4,1,1,2,2,2,1,1,2,1,1,1,2,2,5,2,2,3,4,6,3,1,1,5,4,2,6,6,2,4,2,1,1,1,1,1,1,1,2,4,2,2,1,3,5,4,6,4,21772,1,1,0,0,1,0,0,0,3,1,1,1,1,1,5
22,1,2,3,1,3,3,3,4,4,2,4,4,3,5,5,5,5,1,1,3,3,4,4,3,4,5,3,2,3,3,4,3,2,2,1,3,6,4,1,2,3,4,3,3,4,5,1,4,4,3,3,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,23443,1,2,2,3,2,1,1,0,12,0,1,1,1,1,4
21,1,2,2,1,2,4,5,4,4,3,2,1,1,5,5,3,5,2,1,1,5,2,4,2,2,3,2,3,2,3,3,4,1,2,1,4,3,4,1,2,5,4,3,4,4,2,1,3,4,5,4,2,3,3,1,1,1,3,4,4,1,3,5,2,6,1,1,6,1,6,6,20845,2,1,2,2,3,0,1,0,11,1,1,1,1,1,5
19,2,2,2,2,3,1,5,3,3,1,2,3,2,5,4,2,2,1,1,2,5,3,2,3,5,5,3,1,1,1,3,2,1,1,1,1,3,4,2,1,2,4,1,1,2,3,1,4,3,3,5,2,5,2,1,1,1,2,1,1,1,5,2,3,6,1,1,2,1,5,3,23450,0,0,0,2,1,0,0,0,3,1,1,1,1,1,5
20,2,1,2,1,1,2,5,5,5,3,1,1,5,2,3,4,5,2,1,1,1,2,1,1,1,1,1,4,4,1,4,4,1,1,1,3,5,5,1,1,1,4,1,1,1,4,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,6,3,1,1,1,1,6,6,6,6,21846,3,3,0,3,3,0,0,0,12,1,1,1,0,1,4
22,1,2,1,1,1,1,4,4,4,1,1,1,4,5,5,5,5,1,1,1,5,3,2,4,4,4,3,1,1,1,4,4,1,1,1,4,2,2,1,2,2,4,6,2,2,1,1,5,6,5,3,4,1,4,1,1,3,1,1,4,1,1,4,2,6,1,1,6,6,6,6,23461,0,0,0,3,3,0,0,0,6,0,1,1,1,1,4
23,1,2,2,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,4,5,5,5,1,4,1,1,2,1,2,1,1,1,3,6,6,1,6,6,4,6,1,6,6,6,4,6,6,1,2,6,3,1,1,6,1,1,1,2,1,1,1,6,1,1,6,6,6,1,23465,0,0,1,0,1,0,0,0,2,1,1,1,1,1,5
20,1,2,2,1,1,1,4,4,4,3,1,1,2,5,5,5,5,5,1,2,5,3,3,4,2,4,4,2,2,2,3,2,1,2,1,2,2,3,1,2,3,4,1,1,2,4,1,4,1,5,5,3,3,4,1,1,3,3,5,2,2,3,3,1,3,1,1,4,3,6,5,23460,1,1,1,2,1,0,1,0,7,0,1,1,1,1,4
18,2,2,3,2,2,3,5,5,3,2,1,2,4,2,4,4,3,4,1,1,4,3,4,2,1,3,4,2,3,1,3,4,2,2,2,4,4,5,2,4,3,4,1,1,3,2,1,4,4,4,6,3,5,5,1,3,3,4,5,4,1,1,3,6,4,1,5,4,2,5,6,23466,1,2,0,2,3,1,1,1,11,1,1,1,1,1,5
17,1,1,1,1,1,1,5,4,4,1,1,1,2,5,5,5,5,5,1,3,5,2,2,3,1,2,2,2,2,1,1,3,1,2,1,2,2,6,1,1,3,4,1,1,1,2,1,6,4,6,3,3,2,2,1,1,2,1,6,1,1,5,3,2,2,1,2,2,2,5,4,23636,1,1,0,0,2,0,1,0,5,1,1,1,1,1,5
17,2,2,2,4,4,4,5,4,5,4,2,1,3,5,5,5,5,2,1,2,5,4,4,4,5,5,3,3,4,2,4,4,1,1,1,3,5,2,2,4,2,4,1,1,5,3,2,5,1,4,6,3,6,5,1,5,2,1,4,2,1,3,3,4,6,1,2,5,1,5,5,23519,2,3,1,3,3,0,0,0,12,1,1,1,1,1,5
17,1,1,2,1,2,2,4,2,2,1,3,5,2,4,4,2,2,1,1,2,5,2,4,4,4,4,2,2,2,1,1,2,1,1,1,2,2,5,2,1,5,4,1,1,2,1,4,3,4,2,1,1,3,3,1,1,2,1,2,1,1,2,2,1,3,1,2,4,3,4,5,23586,1,1,0,0,1,0,0,0,3,0,1,1,1,1,4
17,1,1,1,2,1,1,3,3,1,2,2,2,2,2,3,4,4,1,1,2,3,3,3,4,3,3,3,3,2,1,2,3,2,2,1,2,2,3,3,2,2,4,1,1,5,3,2,4,2,2,4,3,3,3,1,1,2,1,1,2,1,5,3,4,2,1,2,3,3,4,5,23609,2,1,0,1,2,1,1,0,8,0,1,1,1,1,4
17,1,1,1,1,2,2,5,4,3,1,1,2,1,5,5,5,5,3,1,1,5,4,4,4,5,5,3,1,3,1,2,4,1,2,1,2,5,3,1,2,3,4,1,1,3,3,2,3,4,4,5,3,4,4,1,3,3,1,4,1,1,3,2,5,4,1,2,3,3,3,4,23759,0,2,0,1,3,0,1,0,7,1,1,1,1,1,5
17,2,1,2,1,1,1,5,3,2,2,1,1,2,3,3,3,3,1,1,2,3,2,2,2,2,4,2,2,1,2,2,3,1,2,1,2,5,2,1,2,1,4,1,2,5,2,1,3,1,3,2,3,3,2,1,1,2,1,2,2,1,2,5,4,4,1,2,5,5,6,6,23764,1,0,1,1,2,0,1,0,6,1,1,1,1,1,5
17,3,1,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,1,5,5,4,3,5,2,5,5,2,4,2,3,4,1,1,1,2,4,2,3,1,1,4,1,1,2,1,1,6,1,6,6,4,6,6,1,1,3,1,2,1,1,6,1,2,6,1,6,5,2,6,6,23766,1,3,1,2,3,0,0,0,10,1,1,1,1,1,5
17,2,1,1,4,4,5,5,5,4,4,2,3,2,5,5,3,1,5,1,4,4,2,1,4,1,1,1,3,4,2,4,3,1,1,3,1,2,1,4,3,1,4,1,1,6,6,2,5,5,5,6,6,5,6,1,3,5,1,5,1,3,1,6,2,4,1,6,6,1,6,2,23838,2,3,1,3,2,0,0,2,13,1,1,1,1,1,5
22,1,2,1,1,1,1,3,2,1,1,1,1,1,5,5,5,1,1,1,2,5,4,4,4,5,5,4,1,2,1,2,1,1,1,1,1,2,4,3,1,4,4,1,2,3,4,2,2,1,1,3,2,1,3,1,2,3,1,1,1,1,1,2,5,1,1,1,2,2,4,4,23652,0,1,0,1,0,0,0,0,2,0,1,1,1,1,4
17,1,1,1,1,1,1,5,4,3,1,1,2,2,4,2,4,2,1,1,1,5,5,4,3,4,5,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,4,1,1,2,3,1,4,1,1,3,2,2,3,6,1,1,1,1,2,1,3,2,5,4,1,1,2,1,3,5,24006,1,1,0,1,1,0,0,0,4,1,1,1,0,1,4
18,1,1,2,1,1,1,5,4,2,1,1,1,2,5,4,3,2,1,1,1,4,1,2,2,1,2,3,1,1,1,1,2,1,1,1,1,3,4,1,1,3,4,1,2,4,3,2,4,1,3,5,2,6,4,1,1,2,1,1,1,1,2,4,3,1,1,2,5,2,5,5,23553,0,0,0,0,1,0,0,0,1,1,1,1,1,1,5
18,2,1,1,2,1,3,5,5,5,2,3,1,1,5,1,5,5,2,1,2,5,1,1,3,1,4,1,3,3,4,4,4,1,3,2,4,5,4,2,2,4,4,1,3,4,3,2,6,4,6,5,5,6,6,1,3,5,1,3,4,2,5,4,2,5,1,1,5,3,6,6,23706,2,2,3,3,3,0,2,1,16,1,1,1,1,1,5
19,2,2,1,1,1,1,2,2,2,1,1,1,1,5,5,5,5,1,1,1,5,4,5,4,5,5,3,2,1,2,1,2,1,1,1,2,1,1,5,1,1,4,1,1,3,3,1,3,1,5,4,3,2,5,1,3,4,1,2,1,1,6,2,5,4,1,2,5,5,5,5,23921,1,0,1,0,1,0,0,0,3,0,1,1,1,1,4
19,2,2,1,1,2,2,4,4,3,1,1,1,1,1,1,5,5,3,1,1,4,4,4,3,4,4,3,3,2,1,4,3,1,2,2,1,2,1,1,1,1,4,1,1,2,1,1,4,1,4,4,2,3,3,1,1,2,1,3,2,2,1,3,4,5,1,1,2,1,4,5,24031,2,1,0,3,2,0,1,1,10,0,1,1,1,1,4
17,1,1,5,1,3,4,5,4,4,1,1,2,3,5,5,5,5,5,1,1,5,3,4,5,4,4,4,2,2,2,4,2,1,2,3,2,2,6,1,1,4,4,1,1,6,2,1,4,4,4,3,2,2,2,1,2,3,2,3,1,1,2,2,4,3,1,1,1,1,6,6,23997,1,1,1,3,1,0,1,2,10,1,1,1,1,1,5
18,2,1,2,2,2,2,5,2,2,1,1,1,3,5,5,2,5,3,1,1,2,4,4,4,3,3,4,4,4,2,1,4,2,3,1,3,3,6,5,2,4,4,2,4,2,3,1,3,2,4,4,3,4,4,1,1,2,4,3,4,4,6,2,6,4,1,5,4,1,4,4,23778,3,3,1,0,3,1,2,0,13,1,1,1,1,1,5
19,2,1,1,1,1,1,5,2,1,1,1,2,2,3,2,3,3,1,1,2,3,2,3,2,2,4,2,2,2,1,3,4,1,1,1,1,2,3,2,2,4,4,1,1,2,1,1,3,1,3,5,2,1,3,1,3,1,3,1,1,1,2,4,2,1,1,3,4,2,5,4,23717,1,1,0,2,3,0,0,0,7,1,1,1,1,1,5
20,1,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,6,1,1,3,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23735,2,0,0,0,0,0,0,0,2,0,1,1,1,1,4
20,1,2,2,1,1,1,5,3,4,2,1,2,2,5,5,5,5,1,1,1,5,3,2,2,1,4,3,3,3,2,1,4,1,1,1,3,3,5,1,2,3,4,1,2,2,1,1,3,4,5,5,2,4,5,1,1,3,1,3,1,1,2,3,3,4,1,3,4,3,6,5,23819,2,2,1,0,3,0,0,0,8,1,1,1,1,1,5
19,2,1,1,4,4,3,5,4,4,2,3,4,4,5,5,4,5,2,1,3,4,2,4,2,2,4,2,3,4,2,2,4,1,2,1,2,2,3,5,2,3,4,1,1,4,2,1,4,1,5,2,2,3,4,1,2,3,2,3,2,1,3,4,1,5,1,2,5,2,5,4,23597,2,3,1,1,3,0,1,0,11,1,1,1,1,1,5
20,1,1,2,1,1,1,4,4,4,1,1,1,4,4,4,3,3,3,1,3,3,4,3,4,2,2,1,2,2,2,1,4,1,1,1,2,4,6,3,1,6,4,1,1,4,4,4,3,1,5,6,5,4,5,1,1,2,1,3,1,1,1,2,4,2,1,2,4,4,6,6,24013,1,1,1,0,3,0,0,0,6,0,1,1,1,1,4
18,1,2,1,1,1,1,5,2,3,1,1,1,2,5,5,5,5,1,1,2,5,4,4,5,5,5,4,1,1,1,4,2,1,1,1,1,3,4,1,1,1,4,1,1,4,2,1,5,1,6,4,1,1,3,1,1,1,1,2,1,1,3,2,4,5,1,1,2,1,4,2,23941,0,0,0,3,1,0,0,0,4,1,1,1,1,1,5
21,1,2,1,1,1,1,4,5,2,1,1,1,2,1,1,5,1,5,1,1,1,4,5,4,3,4,4,1,2,1,3,2,1,2,3,4,2,2,1,1,3,4,6,3,4,4,4,4,4,4,3,2,2,3,1,2,2,2,2,1,1,1,2,1,1,1,1,3,1,5,5,22514,0,1,0,2,1,0,1,2,7,0,1,1,1,1,4
18,1,1,1,1,1,1,5,2,1,1,1,1,1,5,4,4,1,1,1,1,5,4,4,3,3,4,3,1,2,2,2,1,1,1,1,2,1,6,1,1,6,4,1,1,3,3,1,5,2,2,5,4,4,5,1,1,1,1,1,1,1,4,3,6,2,1,3,2,2,6,6,24046,0,1,1,1,0,0,0,0,3,1,1,1,1,1,5
21,1,2,1,2,1,2,5,4,4,4,4,4,2,4,5,5,5,1,1,3,5,3,4,4,4,5,3,3,2,3,4,2,1,1,1,3,4,4,3,3,4,4,1,3,5,5,2,5,5,5,4,2,3,3,1,2,2,1,3,1,1,2,2,4,5,1,3,3,2,4,5,24045,2,1,2,3,1,0,0,0,9,1,1,1,1,1,5
19,1,2,2,1,2,3,5,3,4,2,2,2,4,5,5,2,5,3,1,1,3,4,5,5,5,5,4,3,3,1,4,2,1,2,1,2,2,3,1,2,5,4,1,3,3,1,3,2,3,2,4,1,5,3,1,1,3,3,4,1,2,6,2,4,5,1,1,1,2,4,5,23687,2,2,0,3,1,0,1,0,9,1,1,1,1,1,5
19,1,1,1,1,1,2,5,4,4,2,2,1,1,5,5,5,4,1,1,2,3,1,3,3,4,5,1,3,2,1,4,3,1,2,2,1,3,4,1,2,4,4,1,1,6,2,1,3,1,3,5,2,2,3,1,1,1,2,4,1,1,2,5,5,5,1,1,2,2,5,5,23996,2,1,0,3,2,0,1,1,10,1,1,1,1,1,5
19,1,1,2,2,2,3,5,4,4,2,1,2,2,2,1,4,1,2,1,2,4,5,3,5,3,4,4,3,2,1,2,4,1,2,1,2,2,4,1,2,3,4,1,1,2,2,2,3,2,3,2,2,2,2,2,1,2,1,2,1,1,2,2,4,4,1,2,2,2,3,3,23703,2,1,0,1,3,0,1,0,8,1,1,1,0,1,4
18,2,1,2,1,1,1,3,2,2,1,1,1,3,5,3,2,5,3,1,2,5,2,1,2,2,3,1,2,3,1,2,4,1,1,2,2,1,6,3,2,6,4,1,2,2,5,6,3,4,4,4,2,4,5,1,1,2,3,4,2,1,1,5,6,2,1,2,5,2,5,5,23896,1,2,0,1,3,0,0,1,8,0,1,1,1,1,4
18,1,1,3,2,3,3,3,3,2,4,3,3,4,2,3,3,2,2,3,3,4,3,4,4,5,5,5,3,3,3,3,4,3,1,3,2,3,5,3,5,6,4,6,5,4,4,4,5,5,4,4,5,5,4,4,4,6,6,5,5,4,4,4,5,5,5,5,3,5,3,5,23999,2,2,2,2,3,2,0,2,15,0,0,1,0,0,1
18,1,1,4,2,3,4,4,4,4,4,3,3,3,2,3,3,4,3,3,4,4,3,4,4,4,4,5,3,2,4,2,1,2,4,3,2,2,4,3,1,3,4,5,5,5,4,3,3,3,4,4,3,3,3,5,4,4,3,3,3,3,3,4,4,5,5,5,3,3,5,5,23999,2,1,3,1,0,1,3,2,13,0,0,1,0,0,1
18,1,1,4,2,2,2,5,3,3,5,4,4,4,3,3,3,3,3,1,3,4,2,2,2,1,3,1,3,2,4,3,2,3,4,4,4,3,2,1,5,6,4,1,2,2,2,2,3,3,4,6,6,6,5,5,5,5,5,5,4,4,5,6,5,5,5,5,6,6,5,3,23999,2,1,3,2,1,2,3,3,17,1,1,1,0,0,3
